Orem,Utah,40.2983,-111.6992,America/Denver
Middletown,Ohio,39.5032,-84.366,America/New_York
San Marcos,California,33.135,-117.1744,America/Los_Angeles
Sandy,Utah,40.571,-111.8505,America/Denver
Federal Way,Washington,47.3091,-122.3358,America/Los_Angeles
Mandeville,Louisiana,30.3751,-90.0904,America/Chicago
Hesperia,California,34.3975,-117.3147,America/Los_Angeles
Brockton,Massachusetts,42.0821,-71.0242,America/New_York
Compton,California,33.893,-118.2275,America/Los_Angeles
Fishers,Indiana,39.9589,-85.9661,America/Indiana/Indianapolis
Sunrise,Florida,26.1547,-80.2997,America/New_York
Bowling Green,Kentucky,36.9719,-86.4373,America/Chicago
Roswell,Georgia,34.0391,-84.3513,America/New_York
Menifee,California,33.6909,-117.1849,America/Los_Angeles
Plantation,Florida,26.126,-80.2617,America/New_York
Dover,New Hampshire,43.1887,-70.8845,America/New_York
Quincy,Massachusetts,42.2516,-71.0183,America/New_York
